Date,Symbol,Investment,High,Low,Adjusted Spread,Adj. Spread after fees,Fees,Profitable,Sell exchange,Buy exchange
01-09-2021_19-02-57,ETH/USD,100,1291.94,1289.998,0.15031657816926539,-0.1996834218307346,0.35,False,Binance US,Bittrex
01-09-2021_19-02-58,XRP/USD,100,0.33016,0.3296,0.1696147322510313,-0.5803852677489687,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-02-58,BCH/USD,100,577.15,576.79,0.062375465650179956,-0.6976245343498201,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-02-59,BTC/USD,100,40454.03,40427.58,0.06538285555233209,-0.2846171444476679,0.35,False,Binance US,Bittrex
01-09-2021_19-02-59,ETH/USD,100,1291.87,1289.998,0.14490622121419677,-0.36509377878580324,0.51,False,Kraken,Bittrex
01-09-2021_19-03-00,XRP/USD,100,0.33016,0.3295,0.19990307729585471,-0.5500969227041452,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-00,BCH/USD,100,578.36,577.1,0.21785738986098466,-0.2823126101390153,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-01,BTC/USD,100,40454.81,40427.58,0.06730967219966162,-0.28269032780033837,0.35,False,Binance US,Bittrex
01-09-2021_19-03-01,ETH/USD,100,1291.87,1289.998,0.14490622121419677,-0.36509377878580324,0.51,False,Kraken,Bittrex
01-09-2021_19-03-01,XRP/USD,100,0.33016,0.3295,0.19990307729585471,-0.5500969227041452,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-01,BCH/USD,100,578.36,577.1,0.21785738986098466,-0.2823126101390153,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-02,BTC/USD,100,40454.81,40427.58,0.06730967219966162,-0.28269032780033837,0.35,False,Binance US,Bittrex
01-09-2021_19-03-02,ETH/USD,100,1291.94,1289.998,0.15031657816926539,-0.1996834218307346,0.35,False,Binance US,Bittrex
01-09-2021_19-03-03,XRP/USD,100,0.33016,0.3296,0.1696147322510313,-0.5803852677489687,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-03,BCH/USD,100,577.687,576.77,0.15873647840440067,-0.5912635215955994,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-04,BTC/USD,100,40454.81,40443.239,0.028602284870442543,-0.32139771512955745,0.35,False,Binance US,Bittrex
01-09-2021_19-03-04,ETH/USD,100,1292.3,1289.998,0.17813201269054457,-0.33186798730945544,0.51,False,Kraken,Bittrex
01-09-2021_19-03-05,XRP/USD,100,0.33016,0.3297,0.13932638720620788,-0.6106736127937922,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-05,BCH/USD,100,577.2,576.79,0.0710325710325852,-0.6889674289674148,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-06,BTC/USD,100,40459.59,40443.239,0.04041316286199418,-0.3095868371380058,0.35,False,Binance US,Bittrex
01-09-2021_19-03-06,ETH/USD,100,1292.33,1289.998,0.18044926605432668,-0.1695507339456733,0.35,False,Binance US,Bittrex
01-09-2021_19-03-06,XRP/USD,100,0.33016,0.3297,0.13932638720620788,-0.6106736127937922,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-06,BCH/USD,100,577.2,576.79,0.0710325710325852,-0.6889674289674148,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-07,BTC/USD,100,40470.82,40443.239,0.06815033646463875,-0.6818496635353613,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-07,ETH/USD,100,1293.33,1289.998,0.2576295299730061,-0.09237047002699389,0.35,False,Binance US,Bittrex
01-09-2021_19-03-08,XRP/USD,100,0.33099,0.32999,0.30212393123659353,-0.20787606876340647,0.51,False,Bittrex,Kraken
01-09-2021_19-03-08,BCH/USD,100,577.34,576.79,0.09526448886272702,-0.664735511137273,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-08,BTC/USD,100,40464.77,40443.239,0.05320924844005144,-0.29679075155994855,0.35,False,Binance US,Bittrex
01-09-2021_19-03-09,ETH/USD,100,1293.33,1289.998,0.2576295299730061,-0.09237047002699389,0.35,False,Binance US,Bittrex
01-09-2021_19-03-09,XRP/USD,100,0.33015,0.3296,0.166590943510524,-0.583409056489476,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-09,BCH/USD,100,577.34,576.58,0.131638202792114,-0.628361797207886,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-10,BTC/USD,100,40459.07,40448.8,0.025383677874940773,-0.7346163221250592,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-10,ETH/USD,100,1293.33,1289.998,0.2576295299730061,-0.09237047002699389,0.35,False,Binance US,Bittrex
01-09-2021_19-03-10,XRP/USD,100,0.33015,0.3296,0.166590943510524,-0.583409056489476,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-11,BCH/USD,100,577.33,576.58,0.12990837129544627,-0.6300916287045537,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-11,BTC/USD,100,40471.81,40448.8,0.05685438827666655,-0.30314561172333343,0.36,False,Binance US,Kraken
01-09-2021_19-03-12,ETH/USD,100,1292.86,1289.998,0.22136967653109021,-0.2886303234689098,0.51,False,Kraken,Bittrex
01-09-2021_19-03-12,XRP/USD,100,0.33042,0.32999,0.1301374008837195,-0.3798625991162805,0.51,False,Bittrex,Kraken
01-09-2021_19-03-13,BCH/USD,100,577.31,576.55,0.1316450433908976,-0.3685249566091024,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-13,BTC/USD,100,40471.22,40448.8,0.05539739103490889,-0.7046026089650911,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-14,ETH/USD,100,1293.33,1289.998,0.2576295299730061,-0.09237047002699389,0.35,False,Binance US,Bittrex
01-09-2021_19-03-14,XRP/USD,100,0.33042,0.32999,0.1301374008837195,-0.3798625991162805,0.51,False,Bittrex,Kraken
01-09-2021_19-03-15,BCH/USD,100,577.4,576.79,0.10564599930724172,-0.3945240006927583,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-15,BTC/USD,100,40466.19,40448.8,0.04297414705955618,-0.7170258529404439,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-16,ETH/USD,100,1293.18,1289.998,0.24606009990875335,-0.10393990009124662,0.35,False,Binance US,Bittrex
01-09-2021_19-03-16,XRP/USD,100,0.33042,0.33,0.12711094970037404,-0.38288905029962594,0.51,False,Bittrex,Kraken
01-09-2021_19-03-16,BCH/USD,100,577.4,576.79,0.10564599930724172,-0.3945240006927583,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-17,BTC/USD,100,40463.045,40448.8,0.03520496294827872,-0.47479503705172127,0.51,False,Bittrex,Kraken
01-09-2021_19-03-17,ETH/USD,100,1293.16,1289.998,0.24451730644313419,-0.10548269355686579,0.35,False,Binance US,Bittrex
01-09-2021_19-03-18,XRP/USD,100,0.33042,0.33,0.12711094970037404,-0.38288905029962594,0.51,False,Bittrex,Kraken
01-09-2021_19-03-18,BCH/USD,100,577.37,576.79,0.10045551379532032,-0.3997144862046797,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-18,BTC/USD,100,40463.045,40448.8,0.03520496294827872,-0.47479503705172127,0.51,False,Bittrex,Kraken
01-09-2021_19-03-19,ETH/USD,100,1292.95,1289.998,0.22831509339108225,-0.12168490660891773,0.35,False,Binance US,Bittrex
01-09-2021_19-03-20,XRP/USD,100,0.33042,0.33,0.12711094970037404,-0.38288905029962594,0.51,False,Bittrex,Kraken
01-09-2021_19-03-20,BCH/USD,100,577.27,576.604,0.11537062379821227,-0.6346293762017877,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-21,BTC/USD,100,40463.0,40438.25,0.06116699206682648,-0.18883500793317354,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-21,ETH/USD,100,1292.74,1290.0,0.21195290623017846,-0.2980470937698215,0.51,False,Kraken,Bittrex
01-09-2021_19-03-21,XRP/USD,100,0.33042,0.33,0.12711094970037404,-0.38288905029962594,0.51,False,Bittrex,Kraken
01-09-2021_19-03-22,BCH/USD,100,577.4,576.604,0.13785936958779624,-0.6121406304122038,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-22,BTC/USD,100,40463.0,40432.99,0.07416652250204393,-0.17583547749795608,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-22,ETH/USD,100,1291.99,1290.0,0.1540259599532511,-0.19597404004674887,0.35,False,Binance US,Bittrex
01-09-2021_19-03-23,XRP/USD,100,0.33042,0.33,0.12711094970037404,-0.38288905029962594,0.51,False,Bittrex,Kraken
01-09-2021_19-03-23,BCH/USD,100,577.4,576.77,0.10910980256321363,-0.6508641974367863,0.7599739999999999,False,Coinbase Pro,Kraken
01-09-2021_19-03-24,BTC/USD,100,40462.8,40427.92,0.08620263550719341,-0.6637973644928066,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-24,ETH/USD,100,1292.06,1290.0,0.1594353203411564,-0.35056467965884364,0.51,False,Kraken,Bittrex
01-09-2021_19-03-25,XRP/USD,100,0.331,0.33,0.3021148036253779,-0.2078851963746221,0.51,False,Bittrex,Kraken
01-09-2021_19-03-25,BCH/USD,100,578.38,576.9,0.255887133026733,-0.244282866973267,0.50017,False,Coinbase Pro,Binance US
01-09-2021_19-03-26,BTC/USD,100,40462.79,40433.5,0.07238749478224529,-0.43761250521775474,0.51,False,Bittrex,Kraken
01-09-2021_19-03-26,ETH/USD,100,1292.52,1290.0,0.1949679695478586,-0.15503203045214137,0.35,False,Binance US,Bittrex
01-09-2021_19-03-26,XRP/USD,100,0.331,0.33,0.3021148036253779,-0.2078851963746221,0.51,False,Bittrex,Kraken
01-09-2021_19-03-27,BCH/USD,100,578.37,577.372,0.17255390148175861,-0.5774460985182414,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-27,BTC/USD,100,40462.79,40440.0,0.056323352887927086,-0.45341664711207297,0.5097400000000001,False,Bittrex,Kraken
01-09-2021_19-03-28,ETH/USD,100,1292.52,1290.0,0.1949679695478586,-0.15503203045214137,0.35,False,Binance US,Bittrex
01-09-2021_19-03-28,XRP/USD,100,0.33071,0.33,0.21468960720872923,-0.2953103927912708,0.51,False,Bittrex,Kraken
01-09-2021_19-03-28,BCH/USD,100,578.37,577.372,0.17255390148175861,-0.5774460985182414,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-29,BTC/USD,100,40462.659,40436.12,0.06558886799801524,-0.6844111320019848,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-29,ETH/USD,100,1292.44,1290.0,0.18879019528953409,-0.3212098047104659,0.51,False,Kraken,Bittrex
01-09-2021_19-03-29,XRP/USD,100,0.33071,0.33,0.21468960720872923,-0.5353103927912708,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-30,BCH/USD,100,578.34,577.372,0.16737559221220638,-0.5826244077877936,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-30,BTC/USD,100,40462.569,40432.42,0.07451083988267004,-0.17549116011732996,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-31,ETH/USD,100,1292.34,1290.0,0.18106690189887478,-0.32893309810112525,0.51,False,Kraken,Bittrex
01-09-2021_19-03-31,XRP/USD,100,0.33071,0.33,0.21468960720872923,-0.5353103927912708,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-31,BCH/USD,100,578.25,577.372,0.15183744055340126,-0.5981625594465987,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-32,BTC/USD,100,40462.44,40432.42,0.07419226324463891,-0.1758097367553611,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-32,ETH/USD,100,1291.99,1290.0,0.1540259599532511,-0.19597404004674887,0.35,False,Binance US,Bittrex
01-09-2021_19-03-32,XRP/USD,100,0.33071,0.33,0.21468960720872923,-0.5353103927912708,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-33,BCH/USD,100,578.17,577.33,0.14528598855006628,-0.6147140114499338,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-33,BTC/USD,100,40462.44,40433.29,0.07204212103867551,-0.17795987896132448,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-34,ETH/USD,100,1291.98,1290.0,0.15325314633353598,-0.356746853666464,0.51,False,Kraken,Bittrex
01-09-2021_19-03-34,XRP/USD,100,0.3306,0.33,0.18148820326678447,-0.3285117967332155,0.51,False,Bittrex,Kraken
01-09-2021_19-03-35,BCH/USD,100,579.33,577.33,0.3452263822001277,-0.4147736177998723,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-35,BTC/USD,100,40462.44,40431.44,0.07661426251110906,-0.17338773748889094,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-36,ETH/USD,100,1291.98,1290.0,0.15325314633353598,-0.356746853666464,0.51,False,Kraken,Bittrex
01-09-2021_19-03-37,XRP/USD,100,0.3306,0.33,0.18148820326678447,-0.3285117967332155,0.51,False,Bittrex,Kraken
01-09-2021_19-03-37,BCH/USD,100,579.45,577.689,0.30390887910951436,-0.44609112089048564,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-38,BTC/USD,100,40462.119,40440.12,0.054369372004457205,-0.6956306279955428,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-38,ETH/USD,100,1291.99,1290.0,0.1540259599532511,-0.35597404004674893,0.51,False,Kraken,Bittrex
01-09-2021_19-03-39,XRP/USD,100,0.3306,0.33,0.18148820326678447,-0.3285117967332155,0.51,False,Bittrex,Kraken
01-09-2021_19-03-39,BCH/USD,100,579.31,578.078,0.2126667932540386,-0.5373332067459614,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-40,BTC/USD,100,40462.088,40430.4,0.07831528615132743,-0.17168671384867257,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-40,ETH/USD,100,1292.22,1290.0,0.17179737196452827,-0.1782026280354717,0.35,False,Binance US,Bittrex
01-09-2021_19-03-41,XRP/USD,100,0.3306,0.33,0.18148820326678447,-0.3285117967332155,0.51,False,Bittrex,Kraken
01-09-2021_19-03-41,BCH/USD,100,578.98,578.078,0.1557912190403889,-0.594208780959611,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-41,BTC/USD,100,40462.088,40426.74,0.08736079067398947,-0.16264120932601053,0.250002,False,Bittrex,Binance US
01-09-2021_19-03-42,ETH/USD,100,1292.01,1290.0,0.15557155130378178,-0.1944284486962182,0.35,False,Binance US,Bittrex
01-09-2021_19-03-43,XRP/USD,100,0.3304,0.33,0.12106537530266691,-0.47893462469733306,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-03-43,BCH/USD,100,579.57,577.79,0.30712424728679644,-0.45287575271320357,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-44,BTC/USD,100,40471.44,40445.41,0.06431696030583255,-0.5356830396941674,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-03-45,ETH/USD,100,1292.01,1290.0,0.15557155130378178,-0.1944284486962182,0.35,False,Binance US,Bittrex
01-09-2021_19-03-45,XRP/USD,100,0.3304,0.33,0.12106537530266691,-0.23893462469733306,0.36,False,Binance US,Kraken
01-09-2021_19-03-45,BCH/USD,100,578.92,578.077,0.14561597457333672,-0.6043840254266633,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-46,BTC/USD,100,40473.73,40459.64,0.034812704438172075,-0.5651872955618279,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-03-46,ETH/USD,100,1292.01,1290.0,0.15557155130378178,-0.1944284486962182,0.35,False,Binance US,Bittrex
01-09-2021_19-03-47,XRP/USD,100,0.3304,0.33,0.12106537530266691,-0.23893462469733306,0.36,False,Binance US,Kraken
01-09-2021_19-03-47,BCH/USD,100,578.69,578.077,0.10592890839656055,-0.6440710916034394,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-47,BTC/USD,100,40472.59,40460.0,0.031107472983558773,-0.5688925270164412,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-03-48,ETH/USD,100,1292.0,1290.0,0.15479876160990713,-0.19520123839009285,0.35,False,Binance US,Bittrex
01-09-2021_19-03-48,XRP/USD,100,0.3304,0.33,0.12106537530266691,-0.23893462469733306,0.36,False,Binance US,Kraken
01-09-2021_19-03-49,BCH/USD,100,578.99,578.077,0.1576883884004924,-0.5923116115995076,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-49,BTC/USD,100,40475.4,40463.03,0.03056177332405021,-0.7194382266759498,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-49,ETH/USD,100,1292.0,1290.0,0.15479876160990713,-0.19520123839009285,0.35,False,Binance US,Bittrex
01-09-2021_19-03-50,XRP/USD,100,0.3304,0.3299,0.15133171912832943,-0.44866828087167054,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-03-50,BCH/USD,100,578.99,578.07,0.1588973902830721,-0.6011026097169279,0.76,False,Coinbase Pro,Kraken
01-09-2021_19-03-50,BTC/USD,100,40475.4,40462.93,0.03080883697258375,-0.7191911630274163,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-51,ETH/USD,100,1292.431,1291.65,0.060428757898870346,-0.6895712421011296,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-51,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-52,BCH/USD,100,578.76,578.078,0.11783813670606406,-0.632161863293936,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-52,BTC/USD,100,40469.9,40462.93,0.01722267660656726,-0.4927773233934327,0.51,False,Kraken,Bittrex
01-09-2021_19-03-53,ETH/USD,100,1292.431,1291.63,0.0619762292919259,-0.6880237707080741,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-53,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-53,BCH/USD,100,578.76,578.077,0.1180109198977111,-0.6319890801022889,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-54,BTC/USD,100,40474.63,40462.92,0.028931703637560435,-0.32106829636243955,0.35,False,Binance US,Bittrex
01-09-2021_19-03-54,ETH/USD,100,1292.424,1291.63,0.06143494704523199,-0.688565052954768,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-54,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-55,BCH/USD,100,578.65,578.077,0.0990235893890917,-0.6509764106109083,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-55,BTC/USD,100,40477.8,40462.92,0.03676089115516322,-0.4732391088448368,0.51,False,Kraken,Bittrex
01-09-2021_19-03-56,ETH/USD,100,1292.424,1291.95,0.036675270654207344,-0.47332472934579267,0.51,False,Bittrex,Kraken
01-09-2021_19-03-56,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-56,BCH/USD,100,578.65,578.077,0.0990235893890917,-0.6509764106109083,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-57,BTC/USD,100,40477.8,40462.92,0.03676089115516322,-0.4732391088448368,0.51,False,Kraken,Bittrex
01-09-2021_19-03-57,ETH/USD,100,1292.96,1291.96,0.07734191312956316,-0.5226580868704368,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-03-58,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-03-58,BCH/USD,100,578.45,578.075,0.0648284207796698,-0.6851715792203302,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-03-58,BTC/USD,100,40477.8,40462.92,0.03676089115516322,-0.4732391088448368,0.51,False,Kraken,Bittrex
01-09-2021_19-03-59,ETH/USD,100,1292.96,1291.96,0.07734191312956316,-0.5226580868704368,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-04-00,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-00,BCH/USD,100,578.95,578.075,0.15113567665601518,-0.5988643233439848,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-01,BTC/USD,100,40488.0,40462.92,0.06194427978660775,-0.44805572021339224,0.51,False,Kraken,Bittrex
01-09-2021_19-04-01,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-01,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-02,BCH/USD,100,579.84,578.075,0.30439431567328684,-0.44560568432671316,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-02,BTC/USD,100,40488.0,40462.92,0.06194427978660775,-0.44805572021339224,0.51,False,Kraken,Bittrex
01-09-2021_19-04-02,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-02,XRP/USD,100,0.33025,0.32999,0.07872823618470325,-0.43127176381529675,0.51,False,Bittrex,Kraken
01-09-2021_19-04-03,BCH/USD,100,579.84,578.078,0.3038769315673388,-0.4461230684326612,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-04,BTC/USD,100,40497.12,40462.92,0.08445044980977504,-0.26554955019022497,0.35,False,Binance US,Bittrex
01-09-2021_19-04-04,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-05,XRP/USD,100,0.33025,0.32999,0.07872823618470325,-0.43127176381529675,0.51,False,Bittrex,Kraken
01-09-2021_19-04-05,BCH/USD,100,580.18,578.078,0.3623013547519693,-0.3876986452480307,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-06,BTC/USD,100,40497.12,40462.92,0.08445044980977504,-0.26554955019022497,0.35,False,Binance US,Bittrex
01-09-2021_19-04-06,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-07,XRP/USD,100,0.33025,0.33,0.07570022710067296,-0.6742997728993271,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-07,BCH/USD,100,579.6,578.078,0.262594893029684,-0.24740510697031604,0.51,False,Kraken,Bittrex
01-09-2021_19-04-08,BTC/USD,100,40497.12,40462.92,0.08445044980977504,-0.26554955019022497,0.35,False,Binance US,Bittrex
01-09-2021_19-04-08,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-09,XRP/USD,100,0.33025,0.33,0.07570022710067296,-0.6742997728993271,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-09,BCH/USD,100,579.45,578.078,0.2367762533437002,-0.5132237466562998,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-10,BTC/USD,100,40498.15,40462.92,0.08699162801264551,-0.6630083719873545,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-10,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-11,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-11,BCH/USD,100,579.38,578.078,0.2247229797369638,-0.5252770202630361,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-12,BTC/USD,100,40497.0,40462.92,0.08415438180606402,-0.26584561819393593,0.35,False,Binance US,Bittrex
01-09-2021_19-04-12,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-12,XRP/USD,100,0.33025,0.3299,0.10598031794094215,-0.6440196820590578,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-12,BCH/USD,100,579.38,578.078,0.2247229797369638,-0.5252770202630361,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-13,BTC/USD,100,40495.74,40462.92,0.08104556182946579,-0.6689544381705342,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-13,ETH/USD,100,1292.96,1292.0,0.07424823660438346,-0.28575176339561653,0.36,False,Binance US,Kraken
01-09-2021_19-04-13,XRP/USD,100,0.33025,0.33008,0.051476154428464344,-0.4585238455715357,0.51,False,Bittrex,Kraken
01-09-2021_19-04-14,BCH/USD,100,579.53,578.078,0.25054785774679456,-0.49945214225320544,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-14,BTC/USD,100,40495.74,40462.92,0.08104556182946579,-0.6689544381705342,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-15,ETH/USD,100,1293.08,1292.391,0.05328363287653129,-0.4556903671234688,0.508974,False,Kraken,Bittrex
01-09-2021_19-04-15,XRP/USD,100,0.33025,0.33,0.07570022710067296,-0.6742997728993271,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-15,BCH/USD,100,579.53,578.078,0.25054785774679456,-0.49945214225320544,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-16,BTC/USD,100,40494.1,40462.92,0.07699887144053157,-0.6730011285594685,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-16,ETH/USD,100,1293.08,1292.388,0.05351563708355301,-0.4564583629164469,0.5099739999999999,False,Kraken,Bittrex
01-09-2021_19-04-16,XRP/USD,100,0.3303,0.33,0.09082652134422252,-0.5091734786557774,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-04-17,BCH/USD,100,578.61,577.92,0.11925130917199056,-0.24074869082800943,0.36,False,Binance US,Kraken
01-09-2021_19-04-18,BTC/USD,100,40494.1,40462.92,0.07699887144053157,-0.6730011285594685,0.75,False,Coinbase Pro,Bittrex
01-09-2021_19-04-19,ETH/USD,100,1293.1,1291.79,0.10130693681849397,-0.658693063181506,0.76,False,Kraken,Coinbase Pro
01-09-2021_19-04-20,XRP/USD,100,0.3303,0.33,0.09082652134422252,-0.5091734786557774,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-04-20,BCH/USD,100,578.077,577.49,0.10154356599553158,-0.4084564340044684,0.51,False,Bittrex,Kraken
01-09-2021_19-04-21,BTC/USD,100,40489.0,40462.92,0.06441255649683061,-0.44558744350316937,0.51,False,Kraken,Bittrex
01-09-2021_19-04-22,ETH/USD,100,1292.48,1291.79,0.053385739044322124,-0.5466142609556779,0.6,False,Binance US,Coinbase Pro
01-09-2021_19-04-22,XRP/USD,100,0.33025,0.3296,0.19682059046176653,-0.5531794095382334,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-23,BCH/USD,100,577.511,576.9,0.10579885058466247,-0.4042011494153375,0.51,False,Bittrex,Kraken
01-09-2021_19-04-23,BTC/USD,100,40489.0,40462.92,0.06441255649683061,-0.44558744350316937,0.51,False,Kraken,Bittrex
01-09-2021_19-04-24,ETH/USD,100,1292.375,1291.61,0.05919334558468711,-0.6908066544153129,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-24,XRP/USD,100,0.33025,0.3294,0.25738077214230487,-0.49261922785769513,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-25,BCH/USD,100,577.511,575.5,0.34821847549223606,-0.40178152450776394,0.75,False,Bittrex,Coinbase Pro
01-09-2021_19-04-25,BTC/USD,100,40474.5,40462.92,0.02861060667828323,-0.48112939332171684,0.5097400000000001,False,Kraken,Bittrex
01-09-2021_19-04-26,ETH/USD,100,1292.366,1291.42,0.07319907827967563,-0.43680092172032436,0.51,False,Bittrex,Kraken
