,Date,Symbol,Investment,High,Low,Adjusted Spread,Adj. Spread after fees,Fees,Profitable,Sell exchange,Buy exchange
903,01-14-2021_03-37-24,XLM/USD,25.0,0.29597278,0.294499,0.12448610983753136,-0.06801389016246864,0.1925,False,Bittrex,Coinbase Pro
904,01-14-2021_03-37-47,XLM/USD,25.0,0.2959724,0.294312,0.14024956381068018,0.012749563810680181,0.1275,True,Bittrex,Kraken
905,01-14-2021_03-37-58,XLM/USD,25.0,0.29597233,0.2945,0.12436382144236437,-0.05813617855763563,0.1825,False,Bittrex,Coinbase Pro
906,01-14-2021_03-38-20,XLM/USD,25.0,0.29597195,0.294616,0.11453365766586958,-0.012966332334130429,0.12749999,False,Bittrex,Kraken
907,01-14-2021_03-38-32,XLM/USD,25.0,0.29597169,0.294427,0.13047616141935864,0.002976171419358631,0.12749999,False,Bittrex,Kraken
908,01-14-2021_03-38-44,XLM/USD,25.0,0.29597148,0.294195,0.15005499854242924,-0.04244500145757077,0.1925,False,Bittrex,Coinbase Pro
909,01-14-2021_03-38-55,XLM/USD,25.0,0.2959713,0.294127,0.1557836857830443,0.028283695783044294,0.12749999,True,Bittrex,Kraken
910,01-14-2021_03-39-06,XLM/USD,25.0,0.29597113,0.294275,0.14326819646227132,0.015768196462271317,0.1275,True,Bittrex,Kraken
911,01-14-2021_03-39-18,XLM/USD,25.0,0.29597057,0.294,0.1664498264134847,0.03894982641348471,0.1275,True,Bittrex,Kraken
912,01-14-2021_03-39-29,XLM/USD,25.0,0.29597018,0.294427,0.13034928045791916,0.0028492804579191566,0.1275,False,Bittrex,Kraken
913,01-14-2021_03-39-40,XLM/USD,25.0,0.29596978,0.294408,0.13192056297099086,0.00442056297099086,0.1275,False,Bittrex,Kraken
914,01-14-2021_03-39-52,XLM/USD,25.0,0.29596941,0.294544,0.12040180098342053,-0.007098199016579473,0.1275,False,Bittrex,Kraken
915,01-14-2021_03-40-03,XLM/USD,25.0,0.29596902,0.294466,0.12695754440785909,-0.0005424555921409169,0.1275,False,Bittrex,Kraken
916,01-14-2021_03-40-13,XLM/USD,25.0,0.29596876,0.294119,0.15624622004024835,-0.026253779959751644,0.1825,False,Bittrex,Coinbase Pro
917,01-14-2021_03-40-23,XLM/USD,25.0,0.2959686,0.294268,0.14364699498528322,0.016146994985283214,0.1275,True,Bittrex,Kraken
918,01-14-2021_03-40-34,XLM/USD,25.0,0.2959684,0.294269,0.14354572988197536,0.016045729881975362,0.1275,True,Bittrex,Kraken
919,01-14-2021_03-40-46,XLM/USD,25.0,0.29596819,0.294269,0.14352809334003233,0.01602809334003233,0.1275,True,Bittrex,Kraken
920,01-14-2021_03-41-10,XLM/USD,25.0,0.29596741,0.294269,0.14346258596512226,0.01596258596512226,0.1275,True,Bittrex,Kraken
921,01-14-2021_03-41-33,XLM/USD,25.0,0.29596709,0.294269,0.14343571104476394,0.015935711044763934,0.1275,True,Bittrex,Kraken
922,01-14-2021_03-41-45,XLM/USD,25.0,0.29549998,0.294578,0.07800169732667908,-0.04949830267332092,0.1275,False,Bittrex,Kraken
